HHID,Date,Purchase
115582,133,0
115582,134,0
115582,138,0
115582,139,0
115582,142,0
115582,143,0
115582,144,0
115582,145,0
115582,147,0
115582,149,0
115582,151,0
115582,154,0
115582,156,0
115582,157,0
115582,158,0
115582,159,0
115582,164,0
115582,167,0
115582,171,0
115582,172,0
115582,173,0
115582,177,0
115582,179,0
115582,181,0
115582,186,0
115582,189,0
115582,194,0
115582,199,0
115582,219,0
115582,222,0
115582,226,0
115582,227,0
115582,231,0
115582,234,0
115582,237,0
115582,242,0
116017,232,0
116057,104,0
116440,74,0
116639,218,0
116877,108,0
116928,16,1
116928,19,0
117139,23,0
117492,107,0
117906,17,0
117906,30,0
119438,17,0
119661,80,0
119661,128,0
120271,2,0
120790,22,0
120790,78,0
120790,105,0
120790,194,0
121021,36,0
121021,45,0
121021,51,0
121021,131,0
121021,133,0
121138,11,0
121138,36,0
121164,183,0
121196,49,0
121196,54,0
121196,57,0
121196,75,0
121196,80,0
121196,84,0
121622,140,0
121622,152,0
121622,160,0
121622,186,0
121622,189,0
121643,49,0
121643,141,0
122014,33,0
122014,103,0
122014,147,0
122014,224,0
122014,242,0
122126,17,0
122683,174,0
122959,22,0
122959,25,1
122959,34,1
122959,42,0
122959,46,0
122959,84,0
122959,92,0
122959,106,0
123013,4,0
123013,42,0
123013,130,0
123065,22,0
123065,23,1
123065,27,0
123065,126,0
123065,218,0
123363,237,0
123417,168,0
123505,181,0
123505,183,0
123505,200,1
123505,206,0
123505,227,0
123727,93,0
123764,154,0
123844,72,1
123871,63,0
124364,168,0
124403,129,0
124403,138,0
124403,142,0
124403,226,0
124462,26,0
124462,48,1
124462,78,0
124462,88,0
124617,206,1
124817,192,0
124824,177,0
124830,203,0
124919,151,0
125113,77,0
125113,99,1
125113,176,0
125113,219,0
125113,243,0
125414,37,0
125414,139,0
125414,148,0
125414,174,0
125414,225,0
125507,17,0
125524,48,1
125524,57,0
125524,72,0
125524,81,0
125524,146,0
125524,148,0
125524,194,0
125524,218,1
125524,230,0
125524,234,0
125615,101,0
125615,177,0
125669,61,0
125727,155,1
125727,156,0
125727,160,0
125727,161,0
125727,165,0
125727,169,0
126146,12,0
126154,97,1
126154,153,1
126154,193,0
126154,219,0
126307,10,0
126347,5,0
126351,78,0
126351,87,0
126351,105,0
126351,181,0
126351,195,0
126361,65,0
126361,73,0
126361,93,0
126361,108,0
126361,112,0
126361,122,0
126361,225,0
126361,241,0
126377,120,0
126394,178,0
126430,16,0
126430,155,0
126430,170,0
126585,238,0
126585,241,0
126788,147,0
126861,19,0
126861,119,0
126861,134,0
126861,135,0
126861,203,0
126880,101,0
126880,145,0
126893,15,0
126893,163,1
126945,31,0
126945,71,0
126945,229,0
126968,117,1
126968,118,0
126968,142,0
126968,158,0
126968,159,0
126968,160,0
126968,214,0
126968,215,0
126986,119,0
126986,135,0
126986,164,0
127003,28,0
127003,53,0
127003,56,0
127003,140,0
127003,203,0
127003,210,0
127009,142,0
127009,207,0
127009,213,0
127012,21,0
127012,152,0
127012,168,0
127016,20,0
127046,118,0
127082,58,0
127302,18,0
127305,116,1
127315,33,0
127315,34,0
127315,185,0
127398,40,0
127398,140,0
127398,166,0
127418,193,1
127427,216,1
127463,126,0
127525,48,0
127582,140,0
127582,144,0
127582,212,1
127591,168,0
127591,173,0
127768,119,0
127942,4,0
128240,126,0
128240,158,0
128355,164,0
128355,223,1
128639,51,0
128960,135,0
128960,142,0
128960,143,0
129054,13,0
129257,125,0
129346,99,0
129546,6,0
129546,9,1
129546,55,1
129546,57,1
129546,58,0
129546,63,1
129692,41,0
129755,155,0
129795,25,0
129795,27,1
129818,91,0
129825,49,0
129825,139,0
129857,7,0
129857,101,0
129900,230,0
129951,3,0
129951,32,0
129951,33,0
129953,20,0
129953,58,0
129953,154,0
130044,80,0
130209,100,1
130209,156,0
130242,241,0
131048,43,0
131048,91,0
131279,36,1
131577,72,0
131986,197,0
132267,77,0
132267,89,0
132278,154,0
132282,177,0
132588,108,0
132588,121,0
132588,146,0
132828,55,0
132917,115,0
132917,116,1
132917,135,0
132917,136,0
132917,164,0
132917,165,1
132917,203,0
132917,210,0
132917,211,0
134264,212,0
134286,140,0
134286,141,0
134617,16,0
134617,91,0
134684,43,0
134684,79,0
134684,99,0
134684,180,0
135140,45,0
135140,48,0
135140,98,0
135140,134,0
135140,150,0
135519,235,0
135519,236,0
135713,90,0
135808,67,0
135808,95,0
135871,66,0
135871,67,1
135871,193,1
135871,203,0
136102,64,1
136110,5,0
136110,127,0
136162,142,0
136210,11,0
136264,33,0
136317,67,0
136317,77,0
136379,173,0
136379,175,1
136379,176,1
136422,93,1
136422,122,0
136770,76,0
136770,181,0
136887,118,0
136887,127,1
136890,2,0
136890,3,0
137002,55,0
137002,62,0
137002,67,0
137002,79,0
137002,85,0
137002,88,0
137002,138,0
137002,139,0
137002,141,0
137002,150,0
137059,57,0
137059,59,0
137074,21,0
137112,12,0
137145,9,1
137145,182,0
137315,61,1
137315,67,0
137315,129,1
137315,147,0
137315,151,1
137315,198,1
137315,199,0
137317,22,1
137499,27,0
137636,120,0
137636,236,0
137714,55,0
137714,94,0
137791,162,0
137791,204,0
137857,132,0
137936,69,0
137936,125,1
137936,131,0
137936,144,0
137936,145,0
137936,221,0
138097,1,0
138124,35,0
138155,65,1
138155,70,0
138195,59,0
138195,85,0
138195,121,0
138195,152,0
138195,167,0
138195,244,0
138201,12,0
138201,25,0
138211,241,0
138222,69,0
138265,51,0
138265,153,0
138281,16,0
138281,24,0
138298,66,0
138325,177,0
138380,128,0
138380,172,0
138437,7,0
138528,104,0
138528,122,0
138528,133,0
138528,138,0
138528,140,0
138528,144,0
138528,147,0
138528,152,0
138528,155,0
138528,160,0
138528,167,0
138528,217,0
138528,222,0
138553,44,0
138567,141,0
138568,5,0
138582,30,0
138582,31,0
138589,55,0
138593,66,0
138612,76,0
138624,25,0
138654,72,0
138655,183,0
138776,219,0
138804,116,0
138804,117,0
138804,160,0
138804,180,0
138901,187,0
138937,45,0
139520,131,0
139551,124,0
139636,21,0
139636,61,0
139636,182,0
139664,51,0
139664,62,0
139664,78,0
139664,107,0
139683,27,0
139757,115,0
139766,245,0
139816,208,0
140223,245,0
140358,97,0
140358,120,1
140358,207,1
140358,212,1
140358,213,0
140373,82,0
140408,64,0
140414,196,0
140532,186,0
140567,5,0
140579,167,0
140579,183,0
140638,223,0
140732,87,0
140869,226,0
140907,52,0
140907,69,0
140980,39,0
140980,61,0
140998,32,0
140999,113,0
141089,8,0
141182,176,0
141238,79,0
141238,192,1
141238,219,1
141262,75,0
141275,184,0
141275,205,0
141329,124,0
141329,131,0
141354,101,0
141354,131,0
141354,182,0
141573,164,0
141573,209,0
141629,151,0
141720,3,0
141720,4,0
141783,12,0
141783,20,0
141875,6,0
141875,28,0
141875,216,0
142010,63,0
142021,20,0
142021,27,1
142021,33,1
142021,50,1
142021,67,1
142021,75,0
142021,76,1
142021,87,1
142021,89,0
142021,105,1
142021,110,0
142021,113,0
142021,128,0
142021,129,1
142021,132,1
142021,136,0
142021,140,1
142021,154,0
142021,156,0
142021,159,1
142021,166,1
142021,169,0
142021,173,1
142021,183,1
142021,185,1
142021,210,0
142021,213,0
142021,214,0
142021,219,0
142021,228,0
142021,234,0
142021,239,0
142021,240,0
142021,241,0
142021,244,0
142021,245,0
142030,110,0
142030,114,0
142030,128,0
142030,162,0
142030,182,0
142299,43,0
142305,104,0
142305,116,0
142305,144,0
142305,177,0
142305,180,1
142305,237,0
142305,244,0
142449,111,1
142471,25,0
142494,162,1
142494,178,0
142501,234,0
142508,1,0
142508,7,0
142562,15,0
142632,112,0
142632,127,0
142632,130,0
142632,141,0
142632,175,0
142740,1,0
142740,13,0
142769,79,0
142769,103,0
143347,15,0
143373,8,0
143472,29,0
143472,76,0
143472,240,1
143524,25,1
143524,238,0
143764,5,0
143916,151,0
143981,27,0
144014,2,0
144014,52,0
144014,103,0
144290,113,0
144290,117,1
144322,106,0
144322,181,0
144322,209,0
145035,71,0
145799,59,0
146608,200,0
146726,60,0
146726,231,0
146728,42,0
146728,68,0
146728,72,0
146728,97,0
146728,98,0
146728,100,1
146728,109,0
146728,110,0
146728,112,0
146728,194,0
146914,207,0
146987,103,0
147273,53,0
147467,190,0
147487,55,0
147487,62,0
147699,119,0
147699,150,0
147699,171,0
147871,79,1
147871,116,1
147871,134,0
147871,136,1
147871,138,1
147871,184,0
147871,202,0
148164,212,0
148164,213,0
148164,215,0
148417,162,0
148489,7,0
148489,20,1
148489,21,0
148489,89,0
148489,190,1
148769,158,0
148943,46,0
148949,37,0
148949,191,0
149148,83,0
149148,123,0
149658,230,0
149781,36,0
150006,244,0
150021,81,0
150022,107,0
150037,24,0
150086,17,0
150247,46,0
150259,100,0
150259,187,0
150259,209,0
150322,34,0
150322,35,1
150322,42,0
150322,45,0
150322,50,0
150322,53,0
150410,14,0
150410,83,0
150410,87,0
150410,204,0
150410,223,0
150473,180,0
150691,141,0
150723,180,0
150723,182,0
150852,39,0
150852,40,0
150909,7,0
150909,19,0
150909,129,0
150965,24,0
151019,28,0
151143,23,0
151249,77,0
151385,131,0
151385,161,0
151436,15,1
151855,170,0
151893,36,0
151954,38,0
152011,116,0
152011,137,0
152011,138,0
152044,163,0
152177,29,0
152295,240,1
152613,150,0
153400,1,0
153400,8,0
153400,15,0
153400,88,0
153400,91,0
153400,121,0
153400,161,0
153400,228,0
153400,239,0
154229,14,0
154229,17,0
154229,20,0
154229,83,1
154229,121,0
154229,154,1
154288,229,0
154288,239,0
154427,239,0
154492,24,0
154492,141,0
154492,161,1
154763,66,1
154950,52,0
154950,56,0
154950,57,0
154950,58,0
154950,60,0
154950,95,0
154950,181,1
154965,93,0
155238,22,0
155238,136,0
155238,217,1
155358,106,0
155395,131,0
155670,26,0
155747,100,0
156022,1,0
156022,2,0
156022,144,0
156022,151,0
156022,205,0
156022,213,0
156022,218,0
156022,232,0
156022,242,1
156022,243,0
156023,13,0
156104,145,0
156283,52,1
156283,65,0
156283,151,1
156343,23,1
156343,36,1
156343,49,1
156343,57,0
156343,83,0
156343,93,1
156343,98,1
156343,127,1
156343,141,1
156343,155,0
156343,170,0
156346,132,0
156406,21,0
156406,135,0
156410,215,1
156410,218,0
156410,223,0
156420,118,0
156420,169,0
156420,195,0
156504,147,1
156504,151,0
156504,211,0
156531,70,0
156531,71,0
156531,99,0
156636,58,0
156636,59,0
156636,66,0
156636,72,0
156636,78,0
156636,81,0
156636,83,0
156636,234,0
156636,239,0
156636,244,0
156636,245,0
156686,34,0
156686,35,1
156686,39,0
156686,160,0
156778,7,0
156939,163,0
157026,115,0
157026,189,0
157047,131,0
157161,46,0
157161,85,0
157189,28,0
157189,54,0
157189,55,0
157189,112,0
157189,130,0
157189,133,0
157189,175,0
157189,230,0
157201,7,0
157201,17,0
157366,68,0
157366,79,0
157366,115,0
157438,158,1
157438,159,0
157438,216,0
157454,58,0
157454,196,0
157484,12,0
157484,17,0
157484,80,0
157725,66,0
157725,73,0
157725,104,0
157725,115,0
157725,189,0
157725,192,0
157767,111,0
158014,113,1
158014,215,0
158144,28,0
158144,29,0
158144,35,0
158144,63,0
158144,92,0
158144,176,0
158144,181,1
158146,187,0
158204,139,0
158204,140,0
158204,204,0
158370,22,1
158370,28,0
158370,36,0
158370,42,1
158370,57,0
158370,125,1
158370,145,1
158370,150,1
158370,186,0
158370,202,1
158370,231,1
158476,195,0
158504,6,0
158504,192,0
158504,196,0
158526,72,0
158526,76,1
158560,212,0
158621,22,0
158621,73,0
158621,185,0
158621,187,0
158627,242,0
158735,66,0
158779,127,0
158846,155,0
158846,173,0
158860,32,0
158860,52,0
158860,69,0
158860,245,0
159142,236,0
159326,25,0
159331,221,0
159790,39,0
159790,42,0
159790,74,0
159790,213,0
159884,127,0
159884,137,0
160160,223,0
160160,225,0
160160,227,0
160173,57,0
160173,61,0
160173,62,0
160317,218,0
160622,191,0
160673,92,0
161158,134,0
161319,3,0
161319,199,0
161319,210,0
161338,140,0
161444,41,0
161444,50,0
161444,75,0
161444,109,0
161444,205,1
161444,209,0
161560,32,0
161595,55,1
161641,40,0
161641,58,0
161641,146,0
161641,215,0
161929,55,0
162242,241,0
162548,32,1
162548,45,0
162548,48,1
162548,52,0
162548,99,1
162548,119,1
162548,188,1
162607,150,0
162622,16,0
162686,32,0
162841,100,0
162870,1,0
162870,2,0
162870,185,0
162870,221,0
162870,225,0
162925,85,0
162925,86,0
162925,90,0
162925,91,0
162925,148,0
162930,13,0
162930,80,1
162930,163,0
162930,223,1
164993,151,0
164993,223,0
165744,160,0
165744,222,0
165744,233,0
165908,143,0
165908,155,0
165908,156,0
165908,157,0
165908,158,0
165908,160,0
165908,179,0
166276,39,0
166549,41,0
166581,143,0
166581,207,1
166887,70,0
166887,169,0
166942,244,0
166983,141,0
166983,173,0
166983,235,0
167020,202,0
167020,226,0
167020,232,0
167078,7,0
167078,44,0
167078,63,0
167078,107,0
167078,120,1
167078,121,0
167078,122,0
167078,124,0
167078,127,0
167078,128,0
167078,130,0
167078,135,0
167078,136,1
167078,141,0
167078,149,0
167078,154,0
167100,213,0
167211,8,0
167284,87,0
167360,33,0
167360,104,0
167366,214,0
167366,233,0
167370,92,0
167370,132,0
167370,228,0
167463,91,0
167463,126,0
167463,207,0
167475,112,0
167494,183,0
167494,188,0
167494,195,0
167494,201,0
167600,40,0
167613,71,0
167635,232,0
167708,114,0
167708,143,0
167771,23,0
167771,64,0
167981,8,0
167981,92,0
167981,180,0
168407,77,0
168460,31,1
168460,37,0
168460,94,1
168460,166,0
168460,178,0
168460,184,0
168460,202,0
168460,222,0
168713,92,0
168713,148,0
168903,1,0
168903,194,0
168981,90,0
168981,93,0
169086,195,1
169086,244,0
169187,124,0
169331,184,0
169581,140,0
169581,142,0
169581,143,0
169581,144,0
169725,151,1
169725,192,1
169725,199,0
169842,1,0
170135,90,0
170524,129,0
170554,105,0
170628,104,0
170628,204,0
170887,13,1
170887,43,0
170887,120,1
171184,30,0
171207,47,0
171207,52,0
171207,115,0
171644,29,0
171684,15,0
172387,173,0
173556,24,0
173556,29,0
173556,55,0
173556,172,0
173556,225,0
173556,237,0
174316,164,0
174442,138,0
174442,243,0
175441,191,0
175962,110,0
176239,165,0
176239,174,0
176239,223,0
176239,237,0
176239,244,0
176667,218,0
176794,162,0
176832,154,0
176832,185,1
176832,193,1
177231,236,0
177530,221,0
177606,195,0
178490,62,0
178595,103,0
178714,104,0
178714,190,0
179241,33,0
179241,34,0
179448,19,0
179448,23,0
179448,29,0
179448,31,0
179448,40,0
179448,41,0
179448,43,0
179448,54,0
179448,62,0
179448,85,0
179448,89,0
179448,95,0
179448,103,0
179448,168,0
179448,180,0
179513,205,0
179792,6,0
179792,88,0
179792,139,0
179792,160,1
179792,181,1
179792,192,1
179792,195,1
179792,202,1
179866,56,0
179866,78,0
179871,73,1
179871,150,1
179871,167,1
179871,176,1
179871,232,1
179871,243,1
179919,158,0
179919,203,1
179924,37,0
179924,192,1
179924,193,0
179924,194,1
179924,199,0
179924,200,0
179966,14,0
179966,238,0
179974,154,0
179978,133,0
179978,134,0
180112,12,0
180772,75,0
180772,76,0
180885,66,0
180911,25,0
180911,86,0
181222,191,0
181222,204,0
182014,117,0
182014,119,0
182014,120,1
182014,164,0
182014,177,1
182014,181,1
182014,205,0
182085,9,0
182811,208,0
183063,55,0
183063,57,0
183132,2,0
183132,40,0
183132,100,0
183132,110,0
183132,112,0
183132,135,0
183132,147,0
183132,153,0
183132,167,0
183132,170,0
183132,171,0
183132,174,0
183132,209,0
183369,72,0
183369,98,0
183369,181,0
183672,103,0
183672,105,0
183672,186,0
183751,71,0
183751,127,0
183751,231,0
183751,242,0
183755,35,0
183755,42,0
183755,46,0
183755,70,0
183755,124,0
183755,136,0
183755,202,0
183755,204,0
183755,238,0
183773,167,0
183773,177,0
183773,200,0
183774,108,0
183897,67,0
183897,93,0
183999,96,0
183999,180,1
184151,70,0
184151,170,0
184151,210,0
184151,231,0
184177,29,0
184214,144,1
184214,181,1
184301,15,1
184301,17,0
184301,88,0
184301,92,1
184344,239,0
184491,244,0
184515,113,0
184515,155,0
184553,60,0
184826,10,0
184940,89,0
184940,107,0
184940,114,0
184940,164,0
184940,165,0
184940,183,0
184966,194,0
184966,235,0
185011,175,0
185059,135,0
185214,7,0
185383,17,0
185383,36,0
185383,208,0
185390,157,0
185423,1,0
185525,56,0
185662,80,0
186347,17,0
186902,77,0
186902,153,1
187145,185,0
188010,50,0
188010,96,0
188297,203,0
188393,2,0
188393,22,0
188393,188,0
188463,119,0
188767,10,0
188767,100,1
188996,63,0
188996,81,0
188996,83,0
188996,219,0
189423,124,0
189423,139,0
190425,202,0
190425,210,0
190651,17,0
190651,24,0
190651,29,0
190651,34,0
190651,62,0
190739,169,0
190739,238,0
190739,244,0
191454,2,0
191454,90,0
191454,98,0
191493,112,0
191498,35,0
191633,10,0
191633,55,0
191633,187,0
191659,116,0
191659,216,0
191685,195,0
191685,211,1
191786,209,0
192255,75,0
192255,220,1
192403,245,0
194723,80,0
197411,154,0
198295,244,0
200338,238,0
201442,224,0
201652,99,0
202972,223,0
203678,237,0
204021,114,0
204319,57,0
204319,71,0
204319,99,1
204942,6,0
204976,94,0
205039,158,0
206587,37,0
206587,54,0
206587,56,0
207431,220,0
207431,230,0
207956,228,0
208123,63,0
208123,97,0
208978,56,0
209013,236,0
209097,212,0
209097,225,0
210129,205,0
213902,78,0
213902,233,0
215664,79,0
215664,103,0
215664,153,0
215664,175,0
215664,181,0
215678,78,0
215678,170,1
215678,198,0
215678,229,0
217970,213,0
217970,229,0
217970,235,0
219394,96,0
219394,225,0
219685,168,0
219685,199,0
219685,205,0
219685,234,0
220190,11,0
221957,17,1
221957,36,0
223410,149,0
223410,215,0
223410,232,0
224555,178,0
224634,107,0
225744,93,0
225744,94,0
225744,104,0
225744,120,0
225976,53,0
226441,1,1
226441,119,0
228507,108,0
228507,124,0
228507,125,0
228507,133,0
228829,30,1
230273,120,0
231125,22,0
231125,61,0
231737,180,0
231972,10,0
231972,11,0
231972,24,0
231972,30,0
233322,183,0
233608,31,0
233844,194,0
233844,226,1
233844,241,0
235051,91,0
235051,154,0
235159,239,0
236516,15,0
236516,72,0
236789,234,0
236789,235,0
237009,156,0
237009,204,0
237561,23,0
237561,24,1
238553,242,0
238706,45,0
238706,46,0
238706,63,0
239438,163,0
239857,32,0
239905,105,0
239905,107,0
239905,114,0
239905,115,0
239905,117,0
239905,123,0
239905,138,0
239905,152,0
239905,154,0
239905,155,1
239905,165,0
239945,156,1
239945,182,1
239945,203,0
240350,165,0
241544,180,0
241544,195,0
242178,52,0
242178,180,0
242886,8,0
243927,181,0
245987,39,0
246260,15,0
246415,133,0
246718,12,0
246718,149,0
247301,1,0
247301,92,0
247301,105,0
248098,25,0
248642,105,1
248642,109,0
248642,132,0
248642,215,0
248945,20,0
249590,112,0
251515,158,0
252604,60,0
255559,194,0
255559,196,0
255694,39,0
255694,188,0
255694,191,0
255694,202,0
255694,214,0
255694,222,0
255694,237,0
255971,133,0
255971,149,0
256993,196,0
256993,198,0
257747,180,0
259695,67,1
259695,71,1
259695,73,0
259695,165,0
259695,167,0
259695,195,0
259695,197,0
259695,202,0
259695,222,0
259695,239,0
259695,241,0
259695,242,0
259840,86,0
259840,129,0
259840,132,0
259840,166,0
260339,11,0
261288,97,0
261288,167,0
261569,10,0
261569,12,0
261569,23,0
261569,76,0
261569,83,0
261569,104,0
261569,195,0
261569,216,0
261569,222,0
262204,80,0
263237,158,0
263237,236,1
263237,239,1
263858,103,0
265871,130,0
266158,162,0
267969,217,0
268637,49,0
268637,81,0
270329,163,0
271186,213,0
272069,153,0
272069,156,0
272069,158,0
272069,164,0
272069,180,0
272069,190,0
272069,192,0
272069,199,0
272069,200,0
272069,210,0
272069,221,0
272562,231,0
273456,19,0
273456,43,0
273800,52,0
275230,151,0
275647,15,0
275647,207,0
275682,220,0
277298,103,0
278494,16,0
278494,25,1
278494,31,0
278494,37,0
278494,48,0
278494,53,0
278494,85,1
278494,92,0
278494,122,0
278494,124,1
278494,126,0
278494,127,0
278494,128,0
278494,130,0
278494,135,0
278494,144,1
278494,150,0
278494,151,0
278494,156,0
278494,164,0
278494,179,0
278494,182,1
278494,185,0
278494,186,0
278494,191,1
278494,193,1
278494,195,1
278494,198,0
278494,202,0
278494,206,0
278494,216,1
278494,219,0
278494,224,1
278494,237,0
278707,12,0
278707,227,0
282233,83,0
282233,172,0
282383,111,1
282383,112,0
282383,125,0
282383,141,0
282383,168,0
282383,174,0
282383,181,0
282383,188,0
282383,189,0
282383,191,1
282383,196,0
282383,223,0
282383,224,1
282383,230,0
282383,231,0
282383,238,0
282383,239,0
282383,244,0
282383,245,0
282409,85,0
282571,70,0
283990,164,1
283990,172,1
283990,173,0
283990,180,1
284254,120,0
284254,231,0
284459,15,0
284496,111,0
284536,4,0
284536,33,0
284536,97,0
285349,230,0
289289,185,0
289289,194,0
289289,203,0
289289,218,0
289289,245,0
289991,194,0
290656,61,0
292297,153,0
292297,190,0
293301,38,0
293301,40,0
293301,64,0
293301,69,0
293301,70,0
293301,75,1
293301,85,0
293301,93,0
293301,106,0
293301,118,0
293301,123,0
293301,124,0
293301,126,0
293301,134,0
293301,138,1
293301,141,0
293301,142,0
293301,151,0
293301,153,0
293301,154,0
293997,185,0
294876,138,0
295002,207,0
295018,144,0
295751,160,0
296696,134,0
296696,145,0
297175,4,0
298400,189,0
298400,192,0
298400,193,0
298400,194,0
298400,195,0
298400,197,0
298400,218,0
299402,191,0
299402,241,0
299427,1,0
299845,32,1
300336,72,0
300336,187,0
301962,52,0
301962,140,0
301962,171,0
301962,184,0
302742,232,0
303234,222,0
304431,92,0
304431,95,1
304431,128,1
304729,85,0
309191,11,0
310785,9,0
310785,28,0
313075,99,0
313075,209,0
313827,92,1
313827,94,0
313827,95,0
313827,96,0
313827,99,1
313827,100,0
313827,107,1
313827,108,0
313827,117,0
313827,158,1
313827,183,0
313827,194,1
313827,211,0
313827,218,1
314966,195,0
315401,178,0
315401,200,0
315470,111,0
315546,227,0
315572,59,0
315572,77,0
315572,114,0
315572,149,0
315572,193,1
315572,194,0
315936,2,0
315936,50,0
315936,58,0
315936,61,1
315936,62,0
315936,69,0
315936,79,0
315936,88,0
315936,96,0
315936,97,0
315936,100,0
315936,102,0
315936,105,1
315936,112,0
315936,127,0
315936,131,0
315936,134,0
315936,136,0
315936,138,0
315936,139,0
315936,145,1
315936,149,0
315936,154,0
315936,190,0
316001,24,0
316439,3,0
316911,123,0
317010,4,0
317010,14,1
317010,15,0
317010,39,1
317010,81,1
317010,82,1
317010,110,0
317159,3,0
317159,66,0
317159,68,1
317341,119,0
318676,107,0
318814,216,0
318814,237,0
318814,244,0
321681,79,0
321681,83,0
321681,112,0
321681,113,0
321681,123,0
321681,173,0
322150,17,1
322150,77,1
322150,86,0
322150,188,0
322150,206,1
322150,213,1
322150,232,0
323653,27,0
324697,204,0
324906,154,0
326973,154,0
326973,211,0
326973,219,0
328142,164,0
328564,100,0
328564,101,0
329078,91,0
329877,15,0
330126,40,0
331089,229,0
331093,198,0
332091,221,0
332690,169,0
333381,155,0
333871,46,1
333871,91,0
333871,104,0
333871,193,1
334302,8,0
334302,10,0
334302,16,1
334302,21,0
334302,23,1
334415,116,0
335123,209,0
335346,59,0
335346,105,1
335346,116,1
335346,188,0
335541,163,0
336887,220,0
338142,135,0
338142,152,0
338142,154,0
338142,193,0
338386,199,0
339011,132,0
339648,72,0
339860,179,0
339913,28,0
342828,236,0
343551,10,0
344353,86,0
344827,7,0
344827,8,0
344827,49,0
344827,58,0
344827,70,0
344827,79,0
344827,95,0
344827,105,0
344827,113,0
344827,128,0
344827,175,0
345318,135,0
345318,139,0
345318,196,0
345521,22,0
345521,137,0
345736,164,0
346430,59,0
347518,94,0
347768,8,0
348412,11,0
348412,15,0
348412,24,0
348412,51,0
348412,121,0
348412,184,0
348437,155,0
348538,176,0
348554,145,0
348608,25,0
348654,140,0
348692,180,0
348717,68,0
348768,110,1
348768,190,0
348771,101,0
348826,6,0
348826,19,0
348837,39,1
348837,66,0
349283,67,0
349283,159,0
349560,139,0
349580,11,1
349580,34,0
349580,37,0
349580,42,0
349580,53,0
349580,54,0
349580,65,0
349580,233,0
349632,202,1
349632,205,0
349632,207,0
349632,209,0
349632,227,0
349632,237,0
349686,106,0
349686,113,0
349686,231,0
349778,80,0
349890,214,0
350040,34,0
350040,100,0
350040,211,0
350078,100,0
350084,234,0
350097,1,0
350097,22,1
350097,49,0
350097,57,1
350097,70,0
350097,99,0
350097,105,0
350097,106,0
350097,120,0
350101,182,0
350152,168,0
350238,237,0
350260,56,0
350471,22,0
350515,141,0
350515,181,0
350515,182,0
350515,185,0
350515,190,0
350515,204,0
350515,214,0
350515,225,0
350515,228,0
350515,239,0
350553,179,0
350563,237,0
350611,11,0
350611,36,0
350611,162,0
350624,225,0
350672,43,0
350716,97,0
350763,53,0
350951,129,1
350986,108,0
350986,129,1
350986,130,0
351049,162,0
351049,165,0
351168,58,0
351168,63,0
351168,140,1
351168,148,0
351195,104,0
351195,124,0
351210,37,0
351210,86,0
351351,157,0
351357,245,1
351419,165,1
351454,200,0
351454,216,0
351454,217,0
351526,97,0
351561,24,0
353717,48,0
354364,147,0
354364,156,0
354364,167,0
354751,244,0
354813,104,0
354828,59,0
354899,69,0
354919,17,0
354919,81,0
354919,89,1
354919,245,0
355005,177,0
355028,78,0
355097,8,0
355097,15,0
355097,102,0
355173,21,0
355177,44,0
355386,65,0
355422,106,0
355463,102,0
355669,9,0
355669,17,1
355669,26,1
355669,145,0
355698,50,0
355698,116,0
355698,160,0
355698,232,0
355698,243,0
355709,210,0
355784,169,0
355784,174,0
355784,212,0
355803,5,0
355803,25,0
355803,156,0
355803,178,1
355803,180,0
355803,181,0
355822,212,0
355872,164,0
355886,81,1
355886,82,0
355886,84,1
355886,94,0
355886,113,1
355886,182,0
355886,184,1
355886,232,1
356001,167,0
356001,186,0
356001,244,0
356111,8,0
356111,21,0
356111,22,0
356125,120,0
356173,1,0
356190,168,0
356211,71,0
356257,28,0
356322,53,0
356334,154,0
356347,114,0
356440,194,1
356466,67,0
356479,64,0
356479,70,0
356479,121,0
356479,126,0
356479,146,0
356479,195,0
356479,210,0
356479,211,1
356479,214,0
356479,232,0
356531,186,0
356533,180,0
356625,162,0
356632,36,0
356632,107,0
356692,6,0
356692,50,0
356692,151,0
356696,159,1
356696,161,0
356696,201,0
356731,104,0
356731,140,0
356808,22,0
356811,196,0
356838,140,1
356838,176,1
356903,19,0
356903,66,1
356903,78,0
356903,84,0
356905,4,0
356905,8,0
356905,15,1
356905,154,0
356937,153,0
356950,216,0
356969,177,0
356972,14,0
356972,15,0
356972,43,1
356972,49,0
356972,77,0
356972,86,1
356972,92,1
356972,190,1
356972,191,0
356972,211,1
356976,60,0
356976,104,0
356976,105,0
356976,172,0
357013,180,0
357067,108,1
357067,199,0
357067,223,0
357067,230,0
357152,126,0
357152,189,0
357152,240,0
357178,89,0
357255,11,0
357255,77,0
357255,78,0
357255,85,0
357255,205,0
357319,141,0
357320,95,0
357320,160,0
357320,241,0
357353,46,0
357368,122,0
357368,174,0
357435,152,0
357488,1,0
357488,43,1
357488,56,0
357488,62,1
357488,68,1
357546,133,0
357555,6,0
357665,4,0
357665,221,0
357701,29,0
357745,36,0
357771,19,0
357771,28,0
357771,58,0
357771,108,0
357771,120,0
357771,129,0
357771,139,0
357771,149,0
357771,151,0
357771,164,0
357771,218,0
357771,220,0
357771,233,0
357828,164,0
357831,166,0
357832,155,1
357832,218,0
357842,162,0
357842,216,0
357842,217,0
357910,224,0
357910,236,0
357915,94,0
357915,150,0
