HHID,Date,Purchase
357915,155,0
357922,163,0
357928,185,1
357928,186,0
357936,242,0
357958,157,0
357958,167,0
357968,73,1
357968,86,0
357968,133,0
357968,134,0
357995,24,0
358058,186,0
358058,202,0
358058,206,0
358062,234,0
358086,61,1
358086,66,1
358086,87,1
358086,120,0
358086,153,0
358105,8,0
358105,131,0
358106,158,0
358123,29,0
358123,39,0
358123,59,0
358123,201,0
358123,213,0
358198,62,0
358277,78,0
358289,9,0
358289,15,0
358289,96,0
358289,101,0
358316,217,0
358319,178,0
358319,181,1
358327,28,0
358329,4,0
358368,89,0
358379,106,0
358379,107,0
358382,99,0
358401,73,0
358401,138,0
358401,139,0
358401,150,0
358401,177,0
358406,237,0
358406,241,0
358427,115,0
358427,243,0
358435,7,0
358484,66,0
358524,204,0
358578,29,0
358579,49,0
358579,50,0
358579,123,0
358615,99,0
358615,103,1
358615,114,1
358615,117,0
358615,118,0
358635,195,0
358638,4,0
358638,9,1
358646,211,0
358647,172,0
358652,195,0
358652,198,0
358652,228,0
358652,238,0
358652,240,0
358681,2,0
358681,80,0
358750,16,0
358750,211,0
358812,36,0
358812,59,0
358812,245,1
358862,164,0
358862,182,0
358955,140,0
358955,141,0
358957,70,1
358957,109,1
358957,168,0
358957,179,1
358957,205,0
358957,231,0
358957,238,1
359008,120,0
359008,131,0
359008,139,0
359008,204,0
359023,93,0
359023,180,0
359023,193,0
359023,202,0
359031,97,0
359031,104,0
359031,188,0
359048,175,0
359048,188,0
359076,169,0
359085,40,0
359110,7,0
359110,43,0
359110,71,0
359110,112,0
359110,143,0
359110,158,0
359110,161,0
359110,162,0
359110,163,0
359110,171,0
359110,206,0
359110,207,0
359110,211,0
359110,226,0
359139,14,0
359150,50,0
359183,29,0
359207,190,0
359254,58,0
359277,135,0
359347,118,0
359347,120,0
359347,158,0
359347,162,1
359347,176,0
359347,195,0
359372,113,0
359398,21,1
359398,26,0
359398,125,0
359398,127,0
359445,178,0
359498,212,0
359548,37,1
359548,52,0
359548,103,0
359548,110,0
359548,129,0
359548,132,0
359548,140,1
359548,143,0
359548,182,0
359548,183,0
359548,231,0
359548,232,0
359548,242,0
359548,244,0
359548,245,0
359559,112,0
359571,86,1
359571,93,1
359571,162,0
359683,70,0
359708,88,1
359724,14,1
359724,72,1
359724,77,1
359724,120,1
359738,67,0
359759,21,0
359759,29,0
359759,71,0
359759,157,0
359759,162,0
359759,172,1
359759,188,0
359759,213,0
359769,14,0
359769,85,0
359769,101,0
359822,219,0
359822,235,0
359828,236,0
359833,213,0
359844,21,0
359844,22,0
359862,8,1
359862,99,0
359876,141,0
359876,162,0
359890,220,0
359976,153,0
360015,17,0
360045,106,0
360064,77,0
360064,117,0
360095,58,0
360095,73,0
360095,75,0
360112,110,0
360149,212,0
360171,124,0
360171,125,0
360171,127,0
360171,128,0
360171,129,0
360171,171,0
360171,172,1
360171,173,0
360171,174,0
360171,194,0
360171,197,0
360171,198,1
360171,201,0
360171,225,0
360171,226,0
360171,244,0
360173,156,0
360173,157,0
360232,230,0
360264,95,0
360264,96,0
360264,98,0
360264,102,0
360264,104,0
360264,107,0
360264,120,0
360264,123,0
360264,167,0
360264,183,0
360264,184,0
360264,186,0
360264,187,0
360264,189,0
360264,191,0
360264,228,0
360265,57,0
360265,58,0
360265,59,0
360306,145,0
360315,19,0
360321,128,0
360321,149,0
360392,35,0
360392,187,0
360392,196,0
360392,199,0
360392,210,0
360392,212,0
360397,22,0
360427,16,0
360427,167,0
360431,180,1
360431,189,0
360431,212,0
360450,240,0
360492,99,0
360492,220,0
360492,224,0
360492,228,0
360492,242,0
360492,244,0
360522,37,0
360559,53,0
360559,145,0
360559,182,0
360559,207,0
360559,214,0
360559,219,0
360559,225,0
360615,166,0
360619,245,0
360655,171,1
360669,108,0
360669,116,0
360691,7,0
360691,24,0
360691,61,0
360691,102,0
360692,29,0
360692,32,0
360692,48,0
360692,76,0
360692,81,0
360692,87,1
360692,99,1
360692,113,1
360715,49,0
360720,179,1
360725,134,0
360725,212,0
360735,142,0
360759,6,0
360759,39,0
360810,172,0
360848,153,0
360859,204,0
360929,55,0
360929,66,0
360929,150,1
360957,173,0
360982,8,0
360985,42,0
360985,45,0
360985,190,0
360985,242,0
360988,213,0
360999,17,0
361026,50,0
361045,146,0
361045,245,0
361063,14,0
361063,184,0
361063,196,0
361116,18,0
361116,237,0
361117,151,0
361117,243,0
361124,134,0
361148,80,1
361148,165,1
361149,32,0
361164,47,0
361164,60,0
361197,3,0
361197,4,0
361197,9,0
361197,10,0
361197,11,0
361197,19,0
361197,20,0
361197,21,0
361197,23,1
361197,26,0
361197,27,0
361197,29,0
361197,30,0
361197,32,0
361197,34,0
361197,42,0
361197,44,0
361197,50,0
361197,51,0
361197,52,0
361197,53,0
361197,61,0
361197,73,0
361197,106,0
361197,113,0
361197,135,0
361197,136,0
361197,137,0
361197,140,0
361197,149,0
361238,19,0
361238,20,0
361238,62,0
361238,162,0
361238,173,0
361254,48,0
361290,4,0
361290,175,0
361290,234,0
361393,54,0
361417,5,0
361417,9,0
361417,10,0
361417,46,0
361417,51,0
361433,55,0
361446,39,1
361446,203,0
361446,237,0
361466,197,0
361566,2,0
361566,37,0
361566,105,1
361566,119,0
361566,134,0
361566,141,1
361566,146,0
361566,164,0
361571,2,0
361600,150,1
361600,209,0
361600,217,0
361600,222,0
361600,230,0
361621,238,0
361635,77,1
361635,82,0
361635,86,0
361635,100,0
361635,126,1
361635,149,0
361635,222,0
361642,58,0
361646,189,0
361657,145,0
361657,169,0
361675,199,0
361707,159,1
361707,176,0
361944,1,0
362121,41,0
362121,55,0
362121,221,0
362189,73,0
362189,107,0
362189,190,0
362189,204,0
362189,206,0
362189,213,1
362189,214,1
362189,217,0
362189,221,0
362189,226,0
362189,227,0
362189,228,0
362189,237,1
362189,242,1
362386,205,0
362744,55,0
362771,46,0
362771,212,1
362778,105,0
362778,114,0
362817,101,0
362820,183,0
362835,62,0
362835,73,0
362836,206,0
362845,1,0
362845,158,0
362862,60,0
362862,61,0
362862,73,0
362890,170,0
362890,187,0
362890,189,0
362890,204,0
362890,210,0
362895,132,0
362895,135,0
362895,179,0
362895,203,0
362895,228,0
362910,156,0
362920,15,0
362920,17,0
362920,20,0
362920,51,1
362920,85,0
362952,165,0
362952,173,0
362958,8,0
362958,38,0
362958,78,0
362958,151,0
362971,92,0
362980,76,0
362980,79,0
362980,131,0
362980,157,0
362980,159,0
362980,240,0
362999,239,0
362999,241,0
362999,244,0
363010,199,0
363010,245,0
363047,176,0
363047,180,0
363065,15,1
363065,102,0
363065,105,0
363065,106,0
363065,123,0
363065,124,0
363104,103,0
363117,200,0
363137,62,0
363137,192,0
363137,195,0
363137,210,0
363149,144,0
363149,154,0
363174,65,0
363187,9,0
363187,16,1
363187,159,1
363187,212,1
363187,226,0
363187,228,1
363187,243,1
363245,97,0
363250,127,0
363269,146,0
363269,162,0
363269,168,0
363269,245,0
363271,9,0
363276,50,0
363300,162,0
363348,27,0
363358,90,0
363429,145,0
363445,65,0
363445,90,0
363457,192,0
363459,115,0
363476,37,0
363476,110,0
363498,230,0
363547,225,0
363553,78,0
363576,59,0
363580,88,0
363601,77,0
363601,79,0
363626,91,0
363626,99,0
363635,111,0
363639,206,1
363639,225,0
363673,90,0
363673,105,0
363684,99,0
363709,43,0
363724,190,0
363729,118,0
363734,158,1
363734,177,0
363740,49,0
363797,232,0
363800,78,0
363800,114,0
363804,161,0
363809,28,0
363809,105,1
363809,116,0
363809,123,0
363810,198,0
363932,242,0
363967,181,0
363967,245,0
363972,4,0
363972,6,0
363972,22,0
363972,31,0
363972,47,0
363972,60,0
363972,91,1
363972,104,0
363972,105,0
363972,113,0
363972,172,0
363972,173,0
363972,185,0
363972,190,0
363972,206,0
363972,215,1
363972,220,0
363972,227,0
363972,236,1
363972,239,0
363983,43,0
363983,60,1
364042,110,0
364042,113,1
364117,99,1
364343,241,0
364402,225,0
364538,54,0
364538,108,0
364538,141,0
364538,154,0
364538,180,0
364538,196,0
364538,237,0
364554,110,0
364560,46,0
364560,92,0
364560,129,0
364560,149,0
364594,90,0
364652,78,0
364667,68,0
364667,91,0
364724,13,0
364724,75,0
364724,86,0
364724,90,1
364724,94,1
364724,136,1
364724,168,0
364750,30,0
364750,37,0
364750,48,0
364750,49,0
364750,112,0
364793,126,0
364803,202,0
364823,6,0
365042,101,0
365042,103,0
365042,124,0
365047,21,1
365053,80,0
365104,101,0
365104,231,0
365146,38,0
365146,43,0
365146,52,1
365146,53,1
365146,58,1
365146,59,0
365146,105,0
365146,106,0
365146,110,1
365146,114,1
365146,124,0
365146,132,0
365146,149,0
365146,156,0
365146,205,0
365146,212,0
365146,227,0
365146,237,0
365237,145,0
365237,198,0
365237,230,0
365313,94,0
365338,103,0
365362,153,0
365362,168,0
365362,177,0
365404,212,0
365440,74,0
365440,123,0
365440,126,0
365440,143,0
365440,212,0
365440,239,0
365698,207,0
365698,212,0
365698,214,0
365698,231,0
365730,90,0
365749,24,0
365800,1,0
365800,6,0
365800,156,0
365942,93,0
365964,55,0
366064,201,0
366064,231,0
366117,207,0
366117,224,0
366117,227,0
366154,83,0
366154,84,0
366198,56,1
366208,235,0
366252,45,0
366272,5,0
366272,129,0
366273,85,0
366286,107,0
366286,150,0
366286,203,1
366286,204,1
366286,205,0
366286,206,0
366386,103,1
366470,54,0
366476,7,1
366476,32,0
366476,171,0
366476,189,0
366488,180,0
366488,245,0
366514,17,0
366601,83,0
366601,170,0
366601,233,0
366614,1,0
366614,3,0
366614,5,0
366614,7,0
366614,8,0
366614,11,0
366614,12,0
366614,14,0
366614,15,1
366614,17,1
366614,21,0
366614,36,0
366614,38,1
366614,56,1
366614,57,0
366614,73,0
366614,78,0
366614,172,0
366614,213,0
366614,233,0
366705,61,0
366705,157,0
366705,166,0
366705,189,0
366705,191,0
366705,215,0
366785,149,0
366825,106,0
366831,176,0
366850,154,0
366975,47,0
367095,142,0
367095,151,1
367095,152,0
367095,173,0
367095,174,0
367095,207,1
367095,215,0
367194,21,0
367194,24,0
367194,103,0
367194,119,0
367194,120,1
367194,153,0
367227,243,0
367241,104,0
367256,214,0
367300,172,0
367310,105,0
367310,116,0
367310,125,0
367310,131,1
367310,174,0
367310,178,0
367310,206,1
367310,207,1
367366,31,1
367366,45,1
367366,52,0
367366,53,1
367366,109,0
367366,116,0
367366,117,0
367366,133,0
367366,151,0
367366,214,1
367425,25,0
367425,50,0
367425,54,0
367425,68,0
367425,74,0
367425,77,0
367425,90,0
367425,98,0
367425,238,0
367673,83,0
367682,141,1
367684,113,0
367684,201,0
367685,158,0
367685,159,1
367691,46,0
367695,118,0
367707,14,0
367707,77,0
367707,82,0
367707,135,0
367766,84,0
367766,140,0
367766,197,0
367766,198,0
367779,156,0
367796,210,0
367808,1,0
367808,4,0
367808,7,0
367808,20,0
367808,22,0
367808,36,0
367808,50,0
367808,55,0
367808,60,0
367808,104,0
367808,113,0
367808,120,0
367827,67,1
367827,198,0
367852,7,0
367877,99,0
367877,109,1
367877,120,0
367877,192,1
367877,197,0
367877,198,1
367877,201,0
367877,202,0
367877,217,0
367877,219,0
367877,224,1
367906,103,0
367918,198,0
367983,30,0
367983,78,0
367983,93,0
367993,173,0
368007,28,0
368007,163,0
368007,224,0
368007,225,0
368051,133,0
368072,172,0
368107,147,0
368107,159,0
368114,23,0
368149,56,0
368150,38,0
368150,57,0
368150,98,0
368150,137,0
368150,153,0
368150,226,0
368234,131,0
368234,215,0
368234,219,1
368248,114,1
368248,150,0
368248,182,0
368285,92,0
368374,193,0
368480,189,0
368560,131,0
368560,132,0
368560,151,0
368560,152,0
368560,156,0
368560,158,0
368560,172,0
368560,177,0
368599,217,0
368635,204,0
368723,108,0
368725,58,0
368737,4,0
368737,64,0
368737,169,0
368802,9,0
368802,59,0
368823,5,0
368932,24,0
368932,156,0
368964,154,0
368964,226,0
369508,25,0
369508,177,0
369762,84,0
369762,138,0
369762,155,0
369927,33,0
369927,129,0
370533,125,0
370898,15,0
370898,136,0
370898,157,0
370930,28,0
370930,29,1
371228,66,0
371228,104,0
371228,132,0
371337,179,0
371337,185,1
371345,36,1
371345,53,0
372890,3,0
372890,5,0
372890,7,0
373068,16,0
373068,163,0
373105,71,0
373105,131,0
373105,139,0
374389,106,0
374641,21,0
374641,26,0
374950,207,0
375476,20,0
375791,159,0
376148,140,0
376766,84,0
376836,134,0
376836,138,1
376836,140,0
376836,141,0
376836,159,1
376836,160,1
376836,173,0
376836,175,0
376836,176,0
376836,227,0
376836,236,0
376848,187,0
377156,179,0
377590,24,1
377591,176,0
377612,42,0
377633,22,0
377857,79,0
377857,100,0
377857,142,0
377857,187,0
377857,212,0
379341,74,0
379341,177,1
379341,182,1
379341,234,0
379439,179,0
379439,183,0
379759,10,0
379759,32,1
379759,164,0
379759,173,0
379840,215,0
380045,189,0
380045,194,0
380045,195,0
380715,136,0
380750,64,0
380853,234,0
380853,243,0
381128,153,0
381128,154,0
381128,155,0
382231,158,0
382514,18,0
384820,97,0
384941,162,0
385043,42,0
385563,135,0
385610,91,0
385610,93,0
386167,79,0
386167,92,0
386295,218,0
386329,128,0
386394,35,0
386405,1,0
386405,168,0
386405,209,0
386405,210,0
386697,11,1
386697,12,1
386697,15,1
386697,31,0
386697,32,1
386697,35,0
386697,36,0
386697,37,0
386697,44,1
386697,53,0
386697,54,0
386697,56,0
386697,111,1
386697,124,1
386697,128,0
386697,130,1
386697,165,1
386697,178,1
386717,5,0
386717,51,1
386717,81,0
386717,103,1
386717,106,0
386717,109,0
386717,183,0
386717,214,0
386717,223,0
386717,226,0
387156,220,0
387191,20,0
387191,179,1
387191,186,0
387191,187,0
387191,194,0
387191,236,0
387528,22,1
387528,63,0
387528,66,1
387528,73,1
387528,142,1
387528,144,0
387528,151,1
387528,152,0
387536,49,0
387536,180,0
387832,214,0
387975,129,0
388209,171,0
388209,182,0
388390,85,0
388423,18,0
388480,110,0
388528,116,1
388528,117,0
388528,198,0
388528,207,0
388869,15,0
388920,9,0
388920,15,0
388920,48,0
388920,63,0
388920,102,0
388920,224,0
389165,231,0
389165,235,0
389380,42,0
389380,130,0
389380,141,0
389380,153,0
389384,113,1
389384,191,0
389455,44,0
389455,50,0
389455,103,0
389455,226,0
389568,64,0
389669,115,0
389865,30,0
389929,56,0
390296,10,0
390296,233,0
390380,87,0
390380,230,0
390543,100,0
390670,197,0
390980,55,0
391084,183,0
391084,215,0
391104,187,0
391104,191,0
391104,232,0
391472,197,0
391472,225,0
391554,60,0
391643,16,0
391819,244,0
391886,233,0
391998,10,0
392046,136,0
392046,137,0
392046,142,0
392053,169,0
392456,43,1
392456,104,0
392456,197,0
394015,27,0
394068,20,0
394189,134,0
394189,139,0
394189,156,0
394563,140,0
394591,202,0
395065,61,0
395065,112,0
395380,109,0
395645,98,0
395645,167,0
395803,149,0
395917,237,0
395917,238,1
396007,17,0
396042,81,0
396042,82,0
396042,83,0
397034,214,0
397042,220,0
397042,223,0
397230,20,0
397230,22,0
397230,26,0
397230,32,0
397230,33,0
397230,41,0
397230,43,0
397230,57,0
397230,154,1
397230,155,0
397230,173,0
397230,174,1
397230,175,0
398214,175,0
398914,137,0
398914,152,1
400321,55,0
400799,110,0
401132,218,0
401132,227,0
401132,238,0
401574,104,0
401574,111,0
402295,131,0
402295,161,0
402428,171,1
402428,214,0
403055,9,0
403149,113,1
403149,155,0
403149,156,1
403511,143,0
403511,236,0
403553,223,0
403766,141,1
403766,145,1
403813,82,0
404629,82,1
404698,113,0
404713,129,0
406991,143,0
407640,35,0
407640,200,0
407795,141,0
407795,197,0
407795,204,1
408030,17,0
408030,18,0
408030,60,0
408030,101,0
408256,129,0
408396,164,0
408457,113,0
408647,125,0
409450,87,0
409450,179,0
409754,217,0
410580,93,0
410606,10,1
410606,11,0
410606,16,0
410606,104,0
410741,144,0
411077,33,0
411077,46,1
411723,94,0
411900,186,0
411932,94,0
412113,106,0
412200,169,0
412200,216,0
412307,24,0
412307,170,1
412307,196,0
412442,41,0
413416,57,0
414082,171,0
414312,241,0
414312,242,1
414486,51,0
414486,132,0
414486,144,0
414486,157,0
414486,202,0
414486,213,0
414486,227,0
417084,8,1
417084,11,1
417084,58,1
417084,66,0
417084,84,1
417084,95,1
417084,106,1
417084,108,0
417084,120,0
417084,141,0
417084,147,0
417084,158,1
417084,174,1
417084,175,0
417084,180,1
417084,181,0
417084,184,0
417084,198,0
417084,199,1
417084,205,0
417084,210,0
417084,214,0
417084,239,0
417200,106,0
418341,210,1
418341,217,0
418341,218,0
418341,219,1
418341,220,0
418341,221,0
418341,222,0
418341,232,0
419874,102,0
420096,216,0
420560,128,0
420560,197,0
420560,207,0
421565,89,0
421565,221,1
421565,234,1
421565,241,1
422666,19,0
422666,20,0
422666,24,0
422790,210,0
422790,235,0
422837,83,0
424163,37,0
426526,167,0
426526,184,0
426853,196,0
426853,233,1
426978,6,0
426978,16,1
426978,34,0
426978,37,0
426978,47,0
426978,51,1
426978,161,1
426978,162,0
426978,171,1
426978,226,0
427174,101,0
427393,101,0
427670,129,0
427852,9,1
427852,239,0
427852,245,0
428297,124,0
428329,18,0
428531,27,0
428878,149,0
428878,157,0
428957,17,0
429201,220,1
429376,5,0
429376,7,0
429376,33,0
429376,84,0
429376,127,0
429605,34,0
429605,71,1
429605,84,1
429605,96,0
429605,124,0
429648,237,0
430268,245,0
431213,172,0
431213,174,0
431213,186,0
431213,195,0
431213,201,0
431213,202,0
432170,37,0
432170,42,0
432170,59,0
432170,77,0
432170,130,0
432170,168,1
432170,171,0
432170,173,0
432170,176,0
432170,180,0
432170,227,0
432537,39,0
432537,40,0
433165,58,0
433165,78,0
433165,194,0
434340,21,0
434340,117,0
435583,109,1
435583,227,0
438037,20,0
438037,27,0
438037,104,0
438037,157,0
438037,195,0
438037,209,0
438037,214,0
438533,182,0
438533,186,0
438533,211,0
438710,192,0
438808,119,0
438808,185,0
438808,189,0
439255,105,0
439519,87,0
439519,233,0
439711,22,1
439711,24,1
440969,177,0
440969,198,0
441194,78,0
441194,118,0
441194,156,1
441194,159,0
441194,161,0
441194,164,0
441194,167,0
441194,168,0
441194,170,0
441194,171,0
441194,173,0
441194,175,0
441194,178,0
441194,223,0
441194,238,0
442076,225,1
442110,103,0
442345,90,0
442497,142,0
442527,16,1
442527,48,1
443013,120,0
443054,220,0
443730,187,0
443730,212,0
443892,140,0
444270,14,0
444589,137,0
444589,144,0
444589,148,0
445528,1,0
445528,224,0
446250,73,0
446250,87,0
446314,86,0
446314,88,0
446314,96,0
446314,189,0
446314,193,1
446314,194,1
446314,196,0
446314,210,0
446314,219,0
446628,232,0
446653,44,0
446827,203,1
447185,107,0
447185,134,0
447185,135,0
447185,191,0
447185,200,0
447185,208,0
448135,74,0
448135,117,0
448135,233,0
448152,129,0
448157,7,0
448192,146,0
448236,15,0
448300,24,0
448336,197,0
448807,152,0
448966,118,0
449193,105,1
449193,120,0
449193,143,1
449218,186,0
449218,209,1
449218,224,0
449218,225,0
449218,238,1
449465,139,0
449504,84,0
449529,118,0
449529,189,0
449569,162,0
449597,140,1
449707,63,0
449707,113,1
449707,161,0
449786,100,0
449786,195,0
449861,207,0
449866,10,0
449866,79,0
450225,191,0
450291,24,0
450502,227,1
450535,14,0
450535,63,0
451649,36,0
451655,159,0
452015,46,0
452015,189,0
452015,205,0
452199,133,0
452416,165,0
452452,17,0
452452,22,0
452452,25,0
452558,199,0
452572,197,0
452729,24,0
452757,94,0
452788,243,1
453093,90,0
453093,191,0
453171,126,0
453215,154,0
453364,228,0
453379,21,0
453379,55,0
453379,66,0
453379,233,0
453444,7,0
453581,32,0
453581,45,0
453581,119,0
453581,120,0
453581,128,0
453849,192,0
453953,218,0
453961,29,0
453961,41,0
453961,113,0
454134,21,0
454134,22,0
454371,103,0
454371,110,0
454371,112,0
454371,182,0
454560,166,1
455263,151,0
456413,93,0
456413,169,0
456413,192,0
456413,193,0
456413,194,0
456413,196,0
456413,206,0
456572,239,0
456862,195,0
456976,157,0
456976,165,0
456976,168,1
456976,171,0
456976,183,1
456976,225,0
457192,25,1
457670,15,1
457670,91,0
457670,172,0
457670,216,0
457670,226,0
457670,227,0
457898,84,0
457898,85,0
457898,139,0
457980,14,0
458210,5,0
458404,165,0
458404,166,0
459206,20,0
459206,199,0
459206,225,0
459272,108,0
459354,198,0
459354,218,1
459354,242,0
459578,147,0
459855,50,0
459855,219,0
459855,227,0
459855,233,0
460367,170,1
460367,233,0
460383,178,0
460496,5,0
460496,37,0
460511,58,0
460837,204,0
461096,9,0
461096,16,0
461096,60,0
461096,73,0
461096,113,0
461096,135,0
461096,139,1
461096,154,1
461096,161,0
461096,195,1
461096,205,0
461096,215,0
461096,222,0
461096,237,0
461197,62,0
461197,73,0
461517,34,0
461804,218,0
461975,98,0
461984,2,0
461984,120,1
461984,165,0
462013,198,0
462077,213,0
462181,235,0
462298,36,0
462298,87,0
462298,93,0
462298,242,1
462305,10,0
462305,11,1
462305,21,0
462305,178,0
462305,186,1
462305,202,0
462305,229,1
462305,230,0
462305,245,1
462494,59,0
462580,236,0
463131,23,0
463151,145,0
463599,128,0
463680,240,0
464445,15,0
464445,126,0
464887,102,0
464887,239,1
464988,78,0
465583,38,0
465665,90,0
465706,232,0
467133,192,0
467465,177,0
467607,19,0
467607,116,0
468474,68,0
468513,113,0
468513,115,0
468547,37,0
469099,171,0
469320,105,0
469721,43,0
469721,86,0
469721,235,0
470029,187,0
470029,189,0
470131,218,0
470331,121,0
471404,2,0
471404,123,0
472173,232,0
473373,21,0
474466,215,0
475514,70,0
475514,71,0
475572,152,0
475602,33,0
475665,91,0
475786,5,0
475817,2,0
475817,38,0
476034,107,0
476048,197,0
476048,203,0
476048,208,0
476108,106,0
476108,189,0
476149,106,0
476149,118,0
477286,34,0
477286,36,1
477286,96,0
477286,136,0
477973,175,0
478012,190,0
478454,144,0
478454,206,0
478472,64,0
478583,198,0
479018,170,0
479350,8,0
479390,137,1
479390,239,0
479453,9,0
479453,137,0
479453,141,0
479453,176,0
479655,102,0
479805,105,0
479805,106,1
479805,167,1
479805,174,1
479805,215,1
479868,77,0
480666,192,0
480666,206,0
480666,207,0
480666,209,0
480666,245,0
480691,128,0
480691,184,0
480769,92,0
481086,132,0
481086,137,0
481086,138,0
481086,139,0
481086,140,0
481086,141,0
481086,142,0
481086,144,0
481086,145,0
481086,148,0
481086,154,0
481086,157,1
481086,160,0
481086,161,0
481086,166,0
481086,167,0
481086,172,0
481086,178,0
481086,216,0
481086,221,0
481086,222,0
481086,223,0
481086,225,0
481086,226,0
481086,228,0
481086,235,0
481086,238,0
481086,240,0
481086,243,0
481522,74,0
481522,111,1
481522,130,0
481522,144,0
481522,227,0
481522,229,0
481898,70,0
481898,133,0
482333,108,0
482333,109,0
482333,110,0
482333,111,0
482333,112,0
482333,113,0
482333,114,0
482333,115,0
482333,116,0
482333,117,0
482333,118,0
482333,119,0
482333,154,0
482333,191,0
482333,210,0
483040,20,0
484282,84,0
484282,237,0
484441,188,0
484441,198,0
484531,11,0
484531,26,0
484988,100,1
484988,104,0
484988,110,0
484988,111,0
484988,114,1
484988,115,1
484988,118,1
485329,36,1
485329,37,0
485329,39,1
485329,41,0
485329,72,0
485329,89,0
485329,204,1
485329,235,1
485417,191,0
485417,231,0
485765,116,1
485765,159,0
485945,63,0
485968,140,0
486025,89,0
486062,173,0
486400,80,0
486400,149,0
486400,157,0
486448,5,0
486448,6,0
486448,11,0
486638,60,0
486638,77,0
486666,1,0
486970,3,0
486970,6,0
486970,7,0
486970,21,0
486970,28,0
486970,57,1
486970,59,0
486970,61,0
486970,67,1
486970,78,0
486970,86,1
486970,88,0
486970,90,0
486970,91,0
486970,95,0
486970,110,0
486970,112,0
487234,169,1
487350,28,0
487350,244,0
487530,18,1
487530,72,0
487530,135,0
487530,142,0
487530,153,0
487530,160,0
487530,173,0
487530,175,0
487530,178,0
487901,164,1
488171,238,0
488243,68,0
488243,240,0
488247,84,0
488279,93,1
488279,99,0
488279,103,1
488357,133,0
488357,162,0
488734,90,0
488801,159,0
488872,13,1
488872,21,0
488872,26,0
488872,59,0
488872,130,0
488872,138,0
488872,144,0
488872,149,0
488971,190,0
488971,225,0
489305,168,0
489305,217,0
489549,192,0
489822,35,0
489901,92,0
490001,45,0
490001,66,0
490045,60,0
490045,160,0
490357,54,0
490575,13,0
490575,18,0
490575,19,0
490575,22,0
490575,24,0
490575,28,0
490575,30,0
490575,43,0
490575,44,0
490575,45,0
490575,47,0
490627,101,0
490627,191,0
491610,189,1
491610,192,0
491610,193,0
491610,195,0
491610,197,0
491610,235,1
491655,219,0
492135,68,0
492135,80,0
492240,57,0
492240,62,0
492760,26,0
492760,77,0
492760,82,0
492760,104,0
492760,105,0
492760,114,0
492760,122,0
492760,238,0
492859,26,0
493082,121,0
493082,122,0
493082,194,0
493274,33,1
493274,128,0
493274,155,1
493274,223,0
493486,76,0
493592,68,0
493648,228,0
494607,101,0
494607,210,0
494950,133,0
495233,206,0
495420,88,0
495420,170,0
495420,192,0
495484,193,0
495484,242,0
495526,73,0
495526,162,0
495839,2,0
495839,57,0
495839,84,0
495839,87,0
495839,89,0
495839,95,0
495882,68,0
495887,95,0
495986,86,0
495986,119,0
496201,99,0
496201,107,0
496201,108,1
496201,113,0
496201,116,0
496201,117,0
496201,144,0
496201,154,0
496518,74,0
496518,76,0
496518,221,0
496910,206,0
497341,17,0
497341,22,0
497341,23,0
497341,27,0
497341,28,0
497341,39,0
497341,44,0
497341,111,0
497341,170,0
497341,178,0
497341,229,0
497341,232,0
497341,236,0
497341,244,0
497376,55,0
497376,72,0
497376,140,0
497376,157,1
497376,183,0
497391,125,0
497398,3,0
497398,157,0
497398,162,1
497398,164,0
497398,240,1
497609,155,0
497694,156,0
497694,157,0
498446,53,0
498446,87,0
498657,26,0
498657,27,0
498657,28,1
498778,11,0
498778,15,0
498778,25,0
498778,155,0
498778,181,0
498778,186,0
498778,187,0
499098,60,0
499262,109,0
499262,110,0
499262,127,0
499262,132,0
499262,142,0
499777,123,0
499925,41,0
499925,106,1
499925,109,0
500111,2,0
500111,5,0
500111,74,0
500111,86,0
500111,191,0
500111,214,0
500111,216,1
500111,220,0
500111,221,1
500111,237,0
500111,238,0
500222,124,1
500222,149,0
500222,237,0
500644,44,1
500644,128,0
501021,198,0
501327,99,0
501327,123,0
501327,181,0
501327,192,0
501327,211,0
501327,215,0
501327,231,0
501418,73,0
501418,166,0
501418,167,0
501418,184,0
501459,66,0
501469,44,0
501480,30,0
501480,124,0
501480,133,0
501642,4,0
501642,14,0
501642,149,0
501704,15,0
501704,212,0
502082,207,1
502082,236,0
502120,17,0
502120,30,0
502120,145,0
502472,36,0
502472,169,0
502472,173,0
502626,103,0
502752,232,0
502806,30,0
502806,93,0
502806,211,0
503256,43,0
503256,116,0
503289,109,0
503394,27,0
503394,239,1
503522,76,0
503532,188,0
503532,193,0
503532,215,0
503765,64,0
503765,152,0
504038,25,0
504038,29,0
504038,90,0
504038,98,0
504038,133,0
504117,13,0
504117,21,0
504117,23,0
504117,45,0
504117,55,0
504117,95,0
504117,103,0
504117,111,0
504117,112,0
504117,133,0
504117,146,0
504117,152,0
504117,160,0
504117,176,0
504144,142,0
504197,7,0
504197,8,0
504197,108,0
504541,106,0
504541,150,0
504541,224,0
504541,227,0
504943,42,1
504943,112,0
505388,141,0
505388,228,0
505430,14,0
505430,34,0
505430,94,0
505430,126,0
505430,139,0
505430,216,1
505521,229,0
505572,53,0
505650,60,0
505747,57,0
505871,126,0
506035,47,0
506103,11,0
506137,8,0
506137,150,0
506186,94,0
506196,43,0
506196,83,0
506196,84,0
506196,102,0
506196,107,0
506196,116,0
506196,117,0
506196,118,1
